Unnamed: 0_x,Coles_StoreIDNo,Expec_Revenue,Gross_Sale,Sales_Cost,Targeted_Quarter,Coles_Forecast,Unnamed: 0_y,Coles_StoreID,Store_Location,Customer_Count,Staff_Count,Store_Area
41,C463,24,30,10,Q1 2023,Below Target,41,C463,NSW,9097,19,1700
42,C203,48,55,7,Q1 2023,On Target,42,C203,SA,22370,30,2500
43,C245,28,50,7,Q1 2023,On Target,43,C245,NSW,8363,20,1900
44,C562,29,33,10,Q2 2023,Below Target,44,C562,VIC,9242,25,1700
45,C442,49,38,10,Q2 2023,Below Target,45,C442,ACT,9026,19,1700
46,C776,28,25,8,Q1 2023,Below Target,46,C776,NSW,9015,26,1700
47,C271,45,40,6,Q2 2023,Below Target,47,C271,WA,9319,25,1700
48,C373,26,53,11,Q1 2023,On Target,48,C373,NSW,8105,22,1900
49,C550,41,50,9,Q2 2023,On Target,49,C550,QLD,7875,15,1900
50,C696,23,35,12,Q2 2023,On Target,50,C696,NSW,7735,26,1700
51,C777,31,79,10,Q1 2023,On Target,51,C777,VIC,58191,36,2700
52,C238,48,45,8,Q2 2023,Below Target,52,C238,SA,8999,20,1900
53,C425,25,41,9,Q2 2023,On Target,53,C425,NSW,8194,16,1700
54,C493,44,54,10,Q1 2023,On Target,54,C493,WA,17557,36,2500
56,C794,34,35,5,Q1 2023,Below Target,56,C794,VIC,8796,21,1700
57,C431,45,42,9,Q2 2023,Below Target,57,C431,WA,7849,18,1700
58,C348,27,40,13,Q1 2023,On Target,58,C348,NSW,8839,17,1700
59,C694,28,39,9,Q1 2023,On Target,59,C694,NSW,6624,23,1700
61,C349,29,43,12,Q2 2023,On Target,61,C349,VIC,8337,23,1700
62,C674,36,47,10,Q2 2023,On Target,62,C674,VIC,7851,25,1900
63,C773,48,50,6,Q2 2023,Below Target,63,C773,SA,8173,23,1900
64,C182,42,56,13,Q1 2023,On Target,64,C182,QLD,51428,35,2500
65,C664,41,41,11,Q2 2023,Below Target,65,C664,QLD,9593,23,1700
66,C192,50,36,11,Q2 2023,Below Target,66,C192,TAS,7207,21,1700
67,C366,26,59,11,Q1 2023,On Target,67,C366,NSW,28776,28,2700
68,C682,24,48,11,Q1 2023,On Target,68,C682,NSW,8926,15,1900
69,C597,35,49,14,Q2 2023,On Target,69,C597,VIC,7378,15,1900
70,C341,47,45,12,Q2 2023,Below Target,70,C341,WA,6819,26,1900
71,C484,22,42,8,Q2 2023,On Target,71,C484,NSW,6334,22,1700
72,C293,30,35,10,Q1 2023,Below Target,72,C293,VIC,7261,23,1700
73,C208,50,32,4,Q2 2023,Below Target,73,C208,NT,9124,24,1700
74,C281,27,50,6,Q2 2023,On Target,74,C281,NSW,8844,17,1900
75,C167,31,43,12,Q2 2023,On Target,75,C167,VIC,8425,26,1700
76,C614,47,51,15,Q2 2023,Below Target,76,C614,WA,9545,26,1900
77,C169,41,41,12,Q1 2023,Below Target,77,C169,QLD,8547,15,1700
78,C422,33,36,6,Q2 2023,Below Target,78,C422,VIC,8902,21,1700
79,C395,40,52,12,Q1 2023,On Target,79,C395,QLD,7036,18,1900
80,C686,38,28,9,Q1 2023,Below Target,80,C686,QLD,6901,24,1700
81,C643,42,41,12,Q2 2023,Below Target,81,C643,QLD,7199,22,1700
82,C324,21,29,7,Q2 2023,On Target,82,C324,NSW,7965,22,1700
83,C356,32,40,11,Q1 2023,Below Target,83,C356,VIC,6901,16,1700
84,C507,26,48,12,Q1 2023,On Target,84,C507,NSW,6125,22,1900
85,C591,26,37,11,Q1 2023,On Target,85,C591,NSW,9655,15,1700
87,C634,42,52,3,Q2 2023,On Target,87,C634,QLD,8638,18,1900
88,C456,32,39,12,Q2 2023,Below Target,88,C456,VIC,7789,19,1700
89,C800,29,40,9,Q2 2023,On Target,89,C800,VIC,9872,26,1700
92,C523,24,46,13,Q2 2023,On Target,92,C523,NSW,8372,26,1900
93,C124,30,41,6,Q1 2023,On Target,93,C124,VIC,6867,20,1700
94,C515,37,47,11,Q1 2023,Below Target,94,C515,QLD,8007,25,1900
95,C355,30,37,15,Q2 2023,Below Target,95,C355,VIC,8862,20,1700
96,C459,23,40,9,Q2 2023,On Target,96,C459,NSW,9265,16,1700
97,C739,22,30,7,Q2 2023,On Target,97,C739,NSW,6680,16,1700
98,C303,29,49,9,Q1 2023,On Target,98,C303,VIC,7577,25,1900
99,C234,27,53,11,Q1 2023,On Target,99,C234,NSW,8944,16,1900
100,C314,47,40,7,Q1 2023,Below Target,100,C314,SA,8372,15,1700
102,C476,21,59,13,Q2 2023,On Target,102,C476,NSW,24760,38,2700
103,C549,41,49,9,Q2 2023,Below Target,103,C549,QLD,8641,20,1900
104,C148,34,57,14,Q2 2023,On Target,104,C148,VIC,46575,28,2700
105,C200,44,45,8,Q1 2023,Below Target,105,C200,WA,6158,17,1900
106,C294,38,30,12,Q1 2023,Below Target,106,C294,QLD,6445,17,1700
107,C751,26,58,14,Q1 2023,On Target,107,C751,NSW,17117,26,2700
108,C652,35,37,13,Q2 2023,Below Target,108,C652,VIC,6274,16,1700
109,C104,36,40,13,Q1 2023,Below Target,109,C104,VIC,7408,22,1700
110,C269,44,31,9,Q2 2023,Below Target,110,C269,WA,8344,21,1700
111,C266,35,36,7,Q2 2023,Below Target,111,C266,VIC,7020,19,1700
112,C778,39,39,10,Q2 2023,Below Target,112,C778,QLD,6204,17,1700
113,C698,43,37,5,Q1 2023,Below Target,113,C698,QLD,9700,23,1700
114,C404,44,43,7,Q1 2023,Below Target,114,C404,WA,8055,15,1700
115,C623,27,40,7,Q1 2023,On Target,115,C623,NSW,6700,21,1700
117,C639,32,36,11,Q2 2023,Below Target,117,C639,VIC,9312,17,1700
119,C648,32,33,9,Q1 2023,Below Target,119,C648,VIC,8566,19,1700
120,C725,21,50,11,Q2 2023,On Target,120,C725,NSW,9147,26,1900
121,C775,48,31,7,Q2 2023,Below Target,121,C775,SA,6713,20,1700
122,C593,43,50,14,Q2 2023,Below Target,122,C593,QLD,8214,22,1900
123,C611,22,48,8,Q2 2023,On Target,123,C611,NSW,8332,15,1900
124,C302,24,40,14,Q1 2023,On Target,124,C302,NSW,6156,15,1700
125,C709,28,29,10,Q2 2023,Below Target,125,C709,NSW,6992,15,1700
126,C187,40,36,8,Q1 2023,Below Target,126,C187,QLD,8878,26,1700
127,C637,29,53,13,Q2 2023,On Target,127,C637,VIC,7704,19,1900
128,C418,34,29,14,Q1 2023,Below Target,128,C418,VIC,9454,15,1700
131,C472,36,42,10,Q1 2023,Below Target,131,C472,VIC,9254,19,1700
132,C284,43,53,11,Q2 2023,Below Target,132,C284,QLD,9413,24,1900
133,C321,46,28,12,Q1 2023,Below Target,133,C321,WA,8423,19,1700
134,C757,37,32,11,Q2 2023,Below Target,134,C757,VIC,9380,21,1700
135,C666,32,35,15,Q2 2023,Below Target,135,C666,VIC,8736,23,1700
136,C276,35,48,9,Q2 2023,On Target,136,C276,VIC,7259,16,1900
137,C642,30,53,12,Q1 2023,On Target,137,C642,VIC,7798,20,1900
138,C198,25,30,5,Q2 2023,On Target,138,C198,NSW,6058,19,1700
139,C462,30,31,4,Q2 2023,Below Target,139,C462,VIC,6399,16,1700
140,C345,39,29,4,Q2 2023,Below Target,140,C345,QLD,8893,24,1700
141,C489,39,48,9,Q2 2023,On Target,141,C489,QLD,9662,25,1900
142,C761,27,55,14,Q2 2023,On Target,142,C761,NSW,52103,28,2500
143,C177,22,26,11,Q1 2023,Below Target,143,C177,NSW,9543,22,1700
144,C410,31,43,8,Q1 2023,On Target,144,C410,VIC,9220,17,1700
146,C217,49,45,7,Q2 2023,Below Target,146,C217,ACT,8363,16,1900
147,C763,44,59,14,Q1 2023,On Target,147,C763,WA,9690,38,2700
148,C544,24,49,6,Q1 2023,On Target,148,C544,NSW,8948,26,1900
149,C458,50,43,11,Q2 2023,Below Target,149,C458,NT,6047,22,1700
150,C695,44,40,6,Q1 2023,Below Target,150,C695,WA,6010,25,1700
151,C353,21,46,9,Q2 2023,On Target,151,C353,NSW,7484,26,1900
152,C157,33,51,9,Q2 2023,On Target,152,C157,VIC,6284,23,1900
153,C299,29,54,9,Q2 2023,On Target,153,C299,VIC,42361,34,2500
154,C254,31,47,9,Q2 2023,On Target,154,C254,VIC,6354,16,1900
155,C783,31,45,9,Q2 2023,On Target,155,C783,VIC,9060,17,1900
156,C117,44,45,10,Q2 2023,Below Target,156,C117,WA,9573,26,1900
157,C178,20,49,12,Q1 2023,On Target,157,C178,NSW,6583,21,1900
158,C764,33,54,8,Q2 2023,On Target,158,C764,VIC,28766,38,2500
159,C645,30,57,15,Q1 2023,On Target,159,C645,VIC,52424,25,2700
160,C369,49,38,8,Q2 2023,Below Target,160,C369,TAS,8820,16,1700
161,C338,44,43,14,Q1 2023,Below Target,161,C338,WA,8295,15,1700
163,C237,30,50,15,Q1 2023,On Target,163,C237,VIC,8816,23,1900
165,C481,40,39,5,Q2 2023,Below Target,165,C481,QLD,9059,26,1700
167,C297,20,47,16,Q1 2023,On Target,167,C297,NSW,6720,24,1900
168,C601,28,35,12,Q1 2023,Below Target,168,C601,NSW,6092,17,1700
169,C127,33,45,13,Q1 2023,Below Target,169,C127,VIC,9473,16,1900
171,C401,38,40,6,Q1 2023,Below Target,171,C401,QLD,6348,23,1700
172,C274,28,48,6,Q2 2023,On Target,172,C274,NSW,6988,15,1900
173,C792,34,35,10,Q2 2023,Below Target,173,C792,VIC,9148,20,1700
175,C692,29,37,9,Q1 2023,Below Target,175,C692,VIC,8237,24,1700
176,C758,24,40,8,Q2 2023,On Target,176,C758,NSW,8940,22,1700
177,C360,37,31,13,Q2 2023,Below Target,177,C360,QLD,8543,16,1700
178,C236,45,44,9,Q1 2023,Below Target,178,C236,WA,7709,26,1700
179,C540,40,36,12,Q2 2023,Below Target,179,C540,QLD,7373,22,1700
180,C680,24,47,13,Q2 2023,On Target,180,C680,NSW,7256,23,1900
181,C118,38,33,10,Q1 2023,Below Target,181,C118,QLD,7677,23,1700
182,C596,33,53,13,Q1 2023,On Target,182,C596,VIC,7106,18,1900
183,C617,39,47,13,Q2 2023,Below Target,183,C617,QLD,7527,21,1900
184,C335,41,54,11,Q2 2023,On Target,184,C335,QLD,58920,27,2500
185,C224,45,54,17,Q1 2023,Below Target,185,C224,WA,9567,35,2500
186,C592,28,58,12,Q1 2023,On Target,186,C592,NSW,35672,27,2700
187,C636,43,47,16,Q1 2023,Below Target,187,C636,QLD,6708,15,1900
188,C737,23,51,6,Q2 2023,On Target,188,C737,NSW,9510,22,1900
189,C206,23,42,13,Q2 2023,On Target,189,C206,NSW,9864,24,1700
190,C103,45,54,6,Q2 2023,On Target,190,C103,WA,13208,32,2500
191,C594,40,39,7,Q1 2023,Below Target,191,C594,QLD,6088,19,1700
192,C343,45,39,6,Q2 2023,Below Target,192,C343,WA,8803,21,1700
193,C475,48,42,15,Q2 2023,Below Target,193,C475,SA,6532,26,1700
194,C685,27,47,15,Q2 2023,On Target,194,C685,NSW,8666,24,1900
195,C779,21,53,12,Q2 2023,On Target,195,C779,NSW,8108,22,1900
197,C195,47,41,12,Q1 2023,Below Target,197,C195,SA,7584,25,1700
198,C564,38,50,10,Q2 2023,On Target,198,C564,QLD,7054,19,1900
199,C510,32,33,5,Q1 2023,Below Target,199,C510,VIC,9193,16,1700
200,C723,40,52,7,Q2 2023,On Target,200,C723,QLD,7070,24,1900
201,C506,37,49,11,Q1 2023,On Target,201,C506,VIC,6340,22,1900
202,C129,25,51,13,Q1 2023,On Target,202,C129,NSW,8773,20,1900
203,C691,38,36,8,Q2 2023,Below Target,203,C691,QLD,8839,26,1700
204,C257,43,58,8,Q1 2023,On Target,204,C257,QLD,53922,34,2700
205,C501,31,50,9,Q1 2023,On Target,205,C501,VIC,6485,19,1900
206,C116,36,50,12,Q2 2023,On Target,206,C116,VIC,7597,16,1900
207,C184,36,46,8,Q2 2023,On Target,207,C184,VIC,9366,16,1900
208,C581,35,52,15,Q1 2023,On Target,208,C581,VIC,9537,24,1900
210,C453,43,28,6,Q1 2023,Below Target,210,C453,WA,9147,22,1700
211,C279,31,51,7,Q1 2023,On Target,211,C279,VIC,8184,21,1900
212,C768,41,36,7,Q2 2023,Below Target,212,C768,QLD,6470,18,1700
213,C532,45,41,10,Q2 2023,Below Target,213,C532,WA,8471,16,1700
215,C301,25,50,16,Q1 2023,On Target,215,C301,NSW,6253,22,1900
216,C210,47,31,10,Q1 2023,Below Target,216,C210,SA,7467,21,1700
217,C735,20,48,5,Q1 2023,On Target,217,C735,NSW,9533,25,1900
218,C684,37,46,6,Q2 2023,On Target,218,C684,VIC,7077,24,1900
219,C665,44,34,4,Q1 2023,Below Target,219,C665,WA,6916,19,1700
220,C571,44,25,11,Q2 2023,Below Target,220,C571,WA,6236,25,1700
221,C742,27,59,10,Q1 2023,On Target,221,C742,NSW,59969,25,2700
222,C436,23,28,13,Q1 2023,Below Target,222,C436,NSW,6729,16,1700
223,C789,36,41,11,Q1 2023,Below Target,223,C789,VIC,7592,18,1700
224,C289,37,47,11,Q1 2023,Below Target,224,C289,QLD,9692,20,1900
225,C285,28,39,10,Q1 2023,On Target,225,C285,NSW,7478,23,1700
226,C312,46,42,6,Q1 2023,Below Target,226,C312,WA,8760,18,1700
227,C351,40,58,2,Q2 2023,On Target,227,C351,QLD,30045,27,2700
230,C222,41,54,10,Q1 2023,On Target,230,C222,QLD,41158,25,2500
231,C439,21,41,14,Q2 2023,On Target,231,C439,NSW,7725,24,1700
232,C394,25,54,7,Q2 2023,On Target,232,C394,NSW,50685,27,2500
233,C435,49,55,12,Q1 2023,Below Target,233,C435,ACT,37203,34,2500
234,C629,28,58,7,Q1 2023,On Target,234,C629,NSW,39895,25,2700
235,C330,44,50,9,Q1 2023,Below Target,235,C330,WA,8184,16,1900
236,C141,31,57,11,Q1 2023,On Target,236,C141,VIC,47067,34,2500
237,C275,28,57,12,Q2 2023,On Target,237,C275,NSW,26646,34,2500
238,C246,32,58,9,Q1 2023,On Target,238,C246,VIC,18146,39,2700
239,C444,31,38,12,Q2 2023,Below Target,239,C444,VIC,6164,15,1700
240,C560,48,51,8,Q1 2023,Below Target,240,C560,SA,6606,20,1900
241,C181,50,48,10,Q2 2023,Below Target,241,C181,NT,6094,16,1900
242,C212,34,45,10,Q1 2023,On Target,242,C212,VIC,6360,23,1900
243,C319,29,27,8,Q2 2023,Below Target,243,C319,VIC,7981,16,1700
244,C676,40,53,5,Q2 2023,On Target,244,C676,QLD,6532,26,1900
245,C213,47,55,15,Q2 2023,Below Target,245,C213,SA,57538,29,2500
247,C598,34,38,6,Q2 2023,Below Target,247,C598,VIC,7443,23,1700
248,C376,33,40,9,Q1 2023,Below Target,248,C376,VIC,9127,24,1700
249,C527,38,26,11,Q2 2023,Below Target,249,C527,QLD,6673,20,1700
250,C727,30,29,11,Q2 2023,Below Target,250,C727,VIC,6505,26,1700
252,C795,22,29,13,Q2 2023,Below Target,252,C795,NSW,7321,18,1700
253,C667,26,40,9,Q2 2023,On Target,253,C667,NSW,7857,23,1700
255,C451,40,41,11,Q1 2023,Below Target,255,C451,QLD,8961,17,1700
257,C563,35,31,8,Q1 2023,Below Target,257,C563,VIC,6335,25,1700
258,C490,30,52,13,Q2 2023,On Target,258,C490,VIC,8220,15,1900
259,C650,45,54,8,Q2 2023,On Target,259,C650,WA,31793,33,2500
260,C142,45,54,7,Q2 2023,On Target,260,C142,WA,13032,26,2500
261,C253,29,53,9,Q2 2023,On Target,261,C253,NSW,7278,25,1900
263,C449,30,55,10,Q2 2023,On Target,263,C449,VIC,48287,37,2500
264,C485,46,26,10,Q1 2023,Below Target,264,C485,WA,6915,22,1700
265,C135,39,44,5,Q1 2023,On Target,265,C135,QLD,6972,17,1700
266,C417,50,48,10,Q1 2023,Below Target,266,C417,NT,9217,15,1900
267,C194,22,25,14,Q1 2023,Below Target,267,C194,NSW,9881,25,1700
268,C409,24,32,9,Q1 2023,Below Target,268,C409,NSW,8620,24,1700
269,C730,20,25,8,Q2 2023,Below Target,269,C730,NSW,7402,25,1700
270,C304,33,53,14,Q1 2023,On Target,270,C304,VIC,7725,17,1900
271,C499,25,42,6,Q1 2023,On Target,271,C499,NSW,6241,26,1700
272,C423,21,39,9,Q1 2023,On Target,272,C423,NSW,7493,24,1700
273,C661,23,59,13,Q2 2023,On Target,273,C661,NSW,34201,35,2700
274,C233,49,59,10,Q2 2023,On Target,274,C233,ACT,13449,34,2700
275,C228,35,27,7,Q2 2023,Below Target,275,C228,VIC,9782,20,1700
276,C509,34,54,11,Q2 2023,On Target,276,C509,VIC,24928,37,2500
278,C488,47,37,14,Q1 2023,Below Target,278,C488,WA,9763,23,1700
279,C146,25,30,16,Q2 2023,Below Target,279,C146,NSW,8898,24,1700
280,C268,41,46,12,Q1 2023,Below Target,280,C268,QLD,7137,25,1900
281,C389,21,54,15,Q1 2023,On Target,281,C389,NSW,44797,31,2500
282,C788,31,56,10,Q1 2023,On Target,282,C788,VIC,48772,39,2500
283,C534,30,37,5,Q2 2023,On Target,283,C534,VIC,8559,26,1700
284,C513,48,36,17,Q1 2023,Below Target,284,C513,SA,6629,25,1700
287,C165,37,42,15,Q1 2023,Below Target,287,C165,QLD,9093,23,1700
288,C241,26,46,10,Q2 2023,On Target,288,C241,NSW,6853,18,1900
289,C559,29,32,8,Q1 2023,Below Target,289,C559,VIC,7756,15,1700
290,C448,24,39,7,Q1 2023,On Target,290,C448,NSW,6084,15,1700
291,C466,43,54,12,Q1 2023,Below Target,291,C466,WA,10938,36,2500
293,C530,40,29,14,Q1 2023,Below Target,293,C530,QLD,6075,15,1700
295,C471,29,46,8,Q2 2023,On Target,295,C471,NSW,8436,18,1900
296,C525,22,60,11,Q2 2023,On Target,296,C525,NSW,8997,37,2700
297,C496,30,35,11,Q2 2023,Below Target,297,C496,VIC,9275,25,1700
298,C710,50,29,13,Q1 2023,Below Target,298,C710,NT,7156,19,1700
299,C323,43,48,8,Q2 2023,Below Target,299,C323,WA,7239,22,1900
300,C728,42,42,11,Q1 2023,Below Target,300,C728,QLD,7706,15,1700
301,C229,46,44,10,Q2 2023,Below Target,301,C229,WA,8127,17,1700
302,C774,48,25,7,Q1 2023,Below Target,302,C774,SA,6503,20,1700
303,C446,24,32,6,Q1 2023,On Target,303,C446,NSW,9703,18,1700
304,C175,46,32,14,Q2 2023,Below Target,304,C175,WA,9290,25,1700
305,C655,27,49,12,Q2 2023,On Target,305,C655,NSW,7472,16,1900
306,C310,44,26,4,Q2 2023,Below Target,306,C310,WA,9513,21,1700
307,C750,33,34,11,Q1 2023,Below Target,307,C750,VIC,6161,25,1700
309,C214,42,57,10,Q2 2023,On Target,309,C214,QLD,23473,30,2500
310,C729,48,39,5,Q2 2023,Below Target,310,C729,SA,7553,21,1700
311,C626,30,40,6,Q2 2023,On Target,311,C626,VIC,9029,22,1700
312,C670,46,25,8,Q1 2023,Below Target,312,C670,WA,7533,24,1700
313,C599,47,52,6,Q1 2023,Below Target,313,C599,SA,7052,16,1900
314,C518,45,43,11,Q2 2023,Below Target,314,C518,WA,6296,25,1700
315,C372,37,42,13,Q1 2023,Below Target,315,C372,VIC,7151,19,1700
316,C109,34,58,8,Q1 2023,On Target,316,C109,VIC,47242,38,2700
317,C498,29,41,12,Q2 2023,On Target,317,C498,VIC,6929,20,1700
318,C512,49,43,9,Q1 2023,Below Target,318,C512,ACT,8112,24,1700
319,C390,28,56,8,Q2 2023,On Target,319,C390,NSW,22619,39,2500
320,C283,29,36,5,Q1 2023,On Target,320,C283,VIC,6080,26,1700
321,C793,39,40,8,Q2 2023,Below Target,321,C793,QLD,6719,20,1700
322,C387,25,54,2,Q1 2023,On Target,322,C387,NSW,37886,36,2500
323,C260,46,34,10,Q2 2023,Below Target,323,C260,WA,6586,18,1700
324,C568,31,34,8,Q1 2023,Below Target,324,C568,VIC,8700,21,1700
325,C677,28,41,11,Q2 2023,On Target,325,C677,NSW,8225,21,1700
326,C183,21,31,9,Q2 2023,On Target,326,C183,NSW,7524,24,1700
327,C292,21,55,14,Q1 2023,On Target,327,C292,NSW,54073,25,2500
328,C421,38,53,9,Q1 2023,On Target,328,C421,QLD,7607,18,1900
329,C101,37,55,5,Q1 2023,On Target,329,C101,QLD,32908,34,2500
332,C618,45,33,9,Q2 2023,Below Target,332,C618,WA,7903,24,1700
333,C259,30,46,15,Q2 2023,On Target,333,C259,VIC,6223,18,1900
334,C704,37,28,13,Q1 2023,Below Target,334,C704,QLD,8133,24,1700
335,C370,39,46,12,Q1 2023,Below Target,335,C370,QLD,9707,25,1900
336,C130,42,59,5,Q2 2023,On Target,336,C130,QLD,44789,31,2700
337,C305,20,28,12,Q2 2023,Below Target,337,C305,NSW,8966,21,1700
339,C337,46,31,7,Q1 2023,Below Target,339,C337,WA,8507,26,1700
340,C541,42,50,6,Q2 2023,On Target,340,C541,QLD,9012,24,1900
341,C291,23,30,9,Q2 2023,Below Target,341,C291,NSW,9410,17,1700
342,C714,20,36,6,Q2 2023,On Target,342,C714,NSW,9691,19,1700
343,C115,40,54,11,Q2 2023,On Target,343,C115,QLD,18261,32,2500
344,C133,34,37,11,Q2 2023,Below Target,344,C133,VIC,8143,21,1700
345,C179,34,35,10,Q2 2023,Below Target,345,C179,VIC,8436,20,1700
346,C367,36,54,15,Q1 2023,On Target,346,C367,VIC,43162,38,2500
347,C216,45,51,13,Q2 2023,Below Target,347,C216,WA,7665,26,1900
350,C587,38,51,10,Q1 2023,On Target,350,C587,QLD,6531,22,1900
351,C327,34,34,14,Q1 2023,Below Target,351,C327,VIC,7692,24,1700
352,C610,24,50,13,Q1 2023,On Target,352,C610,NSW,8824,22,1900
353,C306,38,28,11,Q1 2023,Below Target,353,C306,QLD,8733,18,1700
354,C408,42,38,10,Q2 2023,Below Target,354,C408,QLD,9346,21,1700
356,C132,27,34,10,Q2 2023,Below Target,356,C132,NSW,7867,16,1700
357,C657,39,26,7,Q2 2023,Below Target,357,C657,QLD,6016,16,1700
358,C659,44,28,9,Q1 2023,Below Target,358,C659,WA,7193,21,1700
359,C136,48,46,8,Q1 2023,Below Target,359,C136,SA,8941,20,1900
360,C633,43,57,12,Q2 2023,On Target,360,C633,QLD,41466,33,2500
361,C168,34,28,7,Q2 2023,Below Target,361,C168,VIC,8667,26,1700
362,C180,44,25,7,Q1 2023,Below Target,362,C180,WA,8195,22,1700
363,C622,28,50,15,Q2 2023,On Target,363,C622,NSW,9297,19,1900
364,C440,43,49,11,Q2 2023,Below Target,364,C440,QLD,6080,26,1900
365,C339,48,46,7,Q2 2023,Below Target,365,C339,SA,8930,17,1900
366,C364,35,32,7,Q1 2023,Below Target,366,C364,VIC,9405,26,1700
367,C375,32,34,8,Q1 2023,Below Target,367,C375,VIC,9959,25,1700
368,C332,50,31,8,Q2 2023,Below Target,368,C332,TAS,8427,17,1700
369,C189,35,41,16,Q2 2023,Below Target,369,C189,VIC,8523,19,1700
370,C170,31,28,4,Q2 2023,Below Target,370,C170,VIC,6254,17,1700
371,C381,21,46,14,Q1 2023,On Target,371,C381,NSW,8370,23,1900
372,C412,32,34,8,Q1 2023,Below Target,372,C412,VIC,8110,21,1700
373,C799,34,58,10,Q1 2023,On Target,373,C799,VIC,11967,34,2700
374,C537,24,42,14,Q1 2023,On Target,374,C537,NSW,8651,23,1700
375,C159,37,53,13,Q1 2023,On Target,375,C159,VIC,7441,21,1900
376,C176,21,40,13,Q1 2023,On Target,376,C176,NSW,9395,21,1700
377,C243,40,60,14,Q1 2023,On Target,377,C243,QLD,35842,39,2700
378,C635,36,60,8,Q2 2023,On Target,378,C635,VIC,27982,31,2700
379,C225,40,36,12,Q1 2023,Below Target,379,C225,QLD,6793,25,1700
380,C126,44,29,13,Q1 2023,Below Target,380,C126,WA,6633,23,1700
381,C428,21,35,13,Q1 2023,On Target,381,C428,NSW,6107,21,1700
382,C651,20,59,8,Q1 2023,On Target,382,C651,NSW,40204,34,2700
383,C398,37,40,9,Q1 2023,Below Target,383,C398,QLD,8798,26,1700
384,C250,39,55,13,Q2 2023,On Target,384,C250,QLD,22047,34,2500
386,C402,26,29,17,Q1 2023,Below Target,386,C402,NSW,8362,18,1700
387,C734,28,32,16,Q1 2023,Below Target,387,C734,NSW,7119,26,1700
388,C191,30,30,7,Q2 2023,Below Target,388,C191,VIC,7882,26,1700
389,C668,34,29,4,Q2 2023,Below Target,389,C668,VIC,6433,16,1700
390,C740,39,44,8,Q2 2023,Below Target,390,C740,QLD,9685,20,1700
392,C479,47,34,12,Q2 2023,Below Target,392,C479,SA,8279,23,1700
393,C211,27,32,8,Q1 2023,Below Target,393,C211,NSW,9555,16,1700
