Unnamed: 0_x,Coles_StoreIDNo,Expec_Revenue,Gross_Sale,Sales_Cost,Targeted_Quarter,Coles_Forecast,Unnamed: 0_y,Coles_StoreID,Store_Location,Customer_Count,Staff_Count,Store_Area
440,C333,36,26,8,Q1 2023,Below Target,440,C333,VIC,7928,23,1700
441,C365,37,44,10,Q2 2023,Below Target,441,C365,VIC,8581,19,1900
443,C161,34,41,11,Q1 2023,Below Target,443,C161,VIC,6575,26,1700
450,C756,31,54,12,Q1 2023,On Target,450,C756,VIC,30931,30,2500
451,C722,35,30,11,Q2 2023,Below Target,451,C722,VIC,8502,15,1700
455,C707,36,31,10,Q2 2023,Below Target,455,C707,VIC,6482,21,1700
458,C572,36,56,8,Q2 2023,On Target,458,C572,VIC,56970,37,2500
463,C580,32,41,8,Q1 2023,On Target,463,C580,VIC,7100,21,1700
474,C731,34,42,3,Q1 2023,On Target,474,C731,VIC,8293,20,1700
478,C545,36,41,5,Q1 2023,On Target,478,C545,VIC,8335,15,1700
486,C152,29,41,9,Q2 2023,On Target,486,C152,VIC,6096,24,1700
488,C388,31,39,15,Q2 2023,Below Target,488,C388,VIC,9812,18,1700
490,C561,29,29,11,Q2 2023,Below Target,490,C561,VIC,9729,20,1700
491,C554,30,40,16,Q1 2023,Below Target,491,C554,VIC,6535,23,1700
495,C300,29,47,7,Q2 2023,On Target,495,C300,VIC,8144,21,1900
496,C452,36,58,10,Q1 2023,On Target,496,C452,VIC,18196,30,2700
498,C143,35,37,4,Q1 2023,Below Target,498,C143,VIC,7636,20,1700
499,C528,34,43,11,Q2 2023,Below Target,499,C528,VIC,6022,17,1700
500,C578,35,52,12,Q1 2023,On Target,500,C578,VIC,9647,16,1900
503,C255,36,39,6,Q2 2023,Below Target,503,C255,VIC,9729,26,1700
508,C290,30,41,6,Q2 2023,On Target,508,C290,VIC,9465,19,1700
514,C403,30,26,15,Q1 2023,Below Target,514,C403,VIC,9697,21,1700
515,C415,32,36,7,Q1 2023,Below Target,515,C415,VIC,9018,26,1700
520,C469,36,27,14,Q2 2023,Below Target,520,C469,VIC,6176,18,1700
534,C252,30,25,11,Q2 2023,Below Target,534,C252,VIC,9876,23,1700
536,C675,32,54,12,Q1 2023,On Target,536,C675,VIC,16886,27,2500
541,C273,36,32,6,Q2 2023,Below Target,541,C273,VIC,8033,21,1700
545,C122,33,58,14,Q1 2023,On Target,545,C122,VIC,10393,27,2700
546,C555,32,36,13,Q1 2023,Below Target,546,C555,VIC,6920,22,1700
548,C400,36,28,9,Q1 2023,Below Target,548,C400,VIC,8841,19,1700
550,C548,36,41,8,Q2 2023,Below Target,550,C548,VIC,8076,26,1700
551,C295,29,29,11,Q1 2023,Below Target,551,C295,VIC,7133,17,1700
555,C197,29,34,8,Q1 2023,Below Target,555,C197,VIC,6265,15,1700
558,C753,35,32,11,Q1 2023,Below Target,558,C753,VIC,8036,24,1700
561,C516,32,44,6,Q1 2023,On Target,561,C516,VIC,6227,21,1700
563,C748,32,57,12,Q2 2023,On Target,563,C748,VIC,19887,31,2500
568,C522,33,35,8,Q2 2023,Below Target,568,C522,VIC,6068,26,1700
569,C447,30,25,11,Q2 2023,Below Target,569,C447,VIC,8407,25,1700
570,C248,35,33,6,Q1 2023,Below Target,570,C248,VIC,8894,25,1700
571,C286,32,31,14,Q1 2023,Below Target,571,C286,VIC,9612,26,1700
573,C385,36,49,13,Q2 2023,On Target,573,C385,VIC,9223,24,1900
582,C558,34,47,11,Q1 2023,On Target,582,C558,VIC,8063,21,1900
584,C486,37,54,11,Q2 2023,On Target,584,C486,VIC,54810,35,2500
585,C546,30,43,13,Q2 2023,On Target,585,C546,VIC,7825,24,1700
586,C569,36,49,10,Q1 2023,On Target,586,C569,VIC,6909,26,1900
588,C514,32,29,10,Q1 2023,Below Target,588,C514,VIC,9398,21,1700
591,C100,29,56,10,Q1 2023,On Target,591,C100,VIC,42569,28,2500
595,C697,36,32,12,Q2 2023,Below Target,595,C697,VIC,6443,23,1700
602,C646,34,31,12,Q1 2023,Below Target,602,C646,VIC,6726,19,1700
604,C654,31,31,5,Q2 2023,Below Target,604,C654,VIC,6314,23,1700
606,C145,31,35,16,Q2 2023,Below Target,606,C145,VIC,9120,17,1700
623,C519,34,53,9,Q2 2023,On Target,623,C519,VIC,7748,23,1900
629,C641,29,58,9,Q1 2023,On Target,629,C641,VIC,47339,37,2700
630,C155,31,49,8,Q2 2023,On Target,630,C155,VIC,8301,22,1900
631,C325,33,27,8,Q2 2023,Below Target,631,C325,VIC,9369,20,1700
633,C769,36,30,13,Q1 2023,Below Target,633,C769,VIC,7214,15,1700
635,C140,36,41,13,Q2 2023,Below Target,635,C140,VIC,7789,16,1700
636,C123,34,47,10,Q2 2023,On Target,636,C123,VIC,7663,20,1900
656,C609,33,37,6,Q2 2023,Below Target,656,C609,VIC,8346,15,1700
660,C536,30,43,8,Q1 2023,On Target,660,C536,VIC,7822,23,1700
663,C320,30,48,8,Q1 2023,On Target,663,C320,VIC,6569,22,1900
664,C511,34,55,7,Q1 2023,On Target,664,C511,VIC,27198,38,2500
665,C533,30,37,6,Q2 2023,On Target,665,C533,VIC,6523,18,1700
669,C113,36,42,8,Q2 2023,Below Target,669,C113,VIC,6936,19,1700
672,C570,32,52,11,Q2 2023,On Target,672,C570,VIC,9119,15,1900
674,C160,29,47,11,Q1 2023,On Target,674,C160,VIC,9931,16,1900
682,C249,36,40,8,Q2 2023,Below Target,682,C249,VIC,7063,24,1700
