Unnamed: 0_x,Coles_StoreIDNo,Expec_Revenue,Gross_Sale,Sales_Cost,Targeted_Quarter,Coles_Forecast,Unnamed: 0_y,Coles_StoreID,Store_Location,Customer_Count,Staff_Count,Store_Area
487,C433,39,47,10,Q2 2023,Below Target,487,C433,QLD,6353,23,1900
492,C531,41,28,13,Q2 2023,Below Target,492,C531,QLD,7594,16,1700
502,C552,43,45,16,Q2 2023,Below Target,502,C552,QLD,6466,16,1900
510,C108,42,44,12,Q1 2023,Below Target,510,C108,QLD,9341,15,1700
513,C573,41,40,2,Q1 2023,Below Target,513,C573,QLD,9839,22,1700
519,C354,37,55,4,Q1 2023,On Target,519,C354,QLD,51210,32,2500
523,C482,40,58,15,Q2 2023,On Target,523,C482,QLD,53556,25,2700
526,C630,39,39,12,Q1 2023,Below Target,526,C630,QLD,9423,25,1700
533,C221,42,60,12,Q2 2023,On Target,533,C221,QLD,51174,38,2700
540,C153,40,48,12,Q1 2023,Below Target,540,C153,QLD,7724,24,1900
542,C397,41,45,7,Q1 2023,Below Target,542,C397,QLD,9848,17,1900
544,C567,39,60,13,Q2 2023,On Target,544,C567,QLD,33400,34,2700
547,C497,40,51,15,Q2 2023,Below Target,547,C497,QLD,9892,25,1900
552,C782,37,50,12,Q1 2023,On Target,552,C782,QLD,6191,18,1900
553,C202,38,45,14,Q1 2023,Below Target,553,C202,QLD,6946,25,1900
554,C318,37,27,9,Q1 2023,Below Target,554,C318,QLD,9361,15,1700
556,C711,40,39,9,Q2 2023,Below Target,556,C711,QLD,8861,20,1700
562,C791,39,41,12,Q1 2023,Below Target,562,C791,QLD,7180,19,1700
576,C608,42,39,10,Q1 2023,Below Target,576,C608,QLD,6408,21,1700
577,C307,38,42,10,Q2 2023,Below Target,577,C307,QLD,9204,20,1700
578,C352,38,29,9,Q2 2023,Below Target,578,C352,QLD,9410,24,1700
587,C566,43,49,13,Q2 2023,Below Target,587,C566,QLD,8744,26,1900
590,C188,40,43,8,Q1 2023,Below Target,590,C188,QLD,6186,23,1700
600,C441,39,36,10,Q1 2023,Below Target,600,C441,QLD,6601,15,1700
614,C606,37,58,8,Q1 2023,On Target,614,C606,QLD,30522,31,2700
617,C556,37,31,12,Q1 2023,Below Target,617,C556,QLD,6320,16,1700
619,C743,43,39,11,Q1 2023,Below Target,619,C743,QLD,9704,16,1700
621,C565,37,49,9,Q2 2023,On Target,621,C565,QLD,8332,25,1900
622,C429,39,31,12,Q2 2023,Below Target,622,C429,QLD,8476,18,1700
638,C741,41,52,11,Q2 2023,On Target,638,C741,QLD,7114,15,1900
639,C244,40,52,6,Q1 2023,On Target,639,C244,QLD,9295,16,1900
644,C584,40,58,10,Q1 2023,On Target,644,C584,QLD,13911,32,2700
651,C226,37,41,5,Q2 2023,Below Target,651,C226,QLD,7365,18,1700
652,C627,37,29,6,Q2 2023,Below Target,652,C627,QLD,6512,19,1700
657,C464,40,52,5,Q2 2023,On Target,657,C464,QLD,7369,15,1900
662,C149,37,38,17,Q2 2023,Below Target,662,C149,QLD,7590,16,1700
666,C107,37,51,5,Q1 2023,On Target,666,C107,QLD,9317,24,1900
670,C430,39,29,16,Q1 2023,Below Target,670,C430,QLD,7587,23,1700
678,C105,43,57,12,Q1 2023,On Target,678,C105,QLD,23702,39,2700
679,C374,40,25,6,Q2 2023,Below Target,679,C374,QLD,7596,26,1700
